"ts1" "ts2" "ts3"
5.54189139906838 0.723686082239921 0
7.851579665623 0.457556829915872 -0.81103192996556
7.09392234101593 -2.21597270309398 -0.663345859093058
6.22770338459504 2.99352892841776 -0.692951130158673
5.35830569756149 -3.99010642839846 -2.08445900535541
2.47467951596993 2.01916312891259 -0.60284689916568
-0.0249063324333580 -1.10502360014675 -0.0700969403221277
-0.73481320108428 2.06547920677434 -0.839397628801431
0.401919159531893 -3.8739453687251 -0.316333984281998
1.99996323211640 3.79155004390944 -0.669070933382051
2.81275383642909 -1.91473167073491 -2.20565745655115
3.64991442516553 0.239758534271985 -3.52730711400577
1.88355986082194 -0.577026499865943 -2.77126031681294
1.07818451626469 0.258631307514575 -2.14597216801168
1.56107021706179 0.109618598177541 -2.29633216324468
1.91443410600157 -1.56939954683244 -2.77117119345116
2.33767422086965 2.98923982456774 -2.58551821121538
0.91842149644829 -3.54320241491398 -1.46721709022379
-0.696998419167017 4.38237392027068 -1.14992902750048
-1.80537882577027 -3.83163198277215 -3.03864035525864
-1.19578853949658 3.21108343829076 -4.57665956436163
0.0181951984850983 -2.76839227170154 -4.41710985660862
0.252704113154226 3.35019224034489 -2.30815720105234
-0.27689294609583 -4.82985505314351 -1.80026546983751
-1.12852437733217 0.184025704110873 -2.81695337616929
-0.243415581290954 0.523619267778957 -3.90489551543809
-0.375898237050878 -1.71803744088871 -3.88860116488087
-1.16791434532638 -1.48693980987844 -4.78349595088078
-0.643758405505225 -0.352177153955186 -3.2667940209929
1.15762311258998 -0.331260692998851 -2.09577583796166
1.20851846664266 1.94092177417565 -1.96458682695022
-0.0396645558124538 -3.03633299905586 -0.920215931964922
-1.78479093665799 2.30256299890860 -0.819450603703185
-2.72899914043973 -1.20409450943575 -1.35695425574727
-2.50147644012964 -0.243984767073352 -1.64487025216333
-0.385932372259292 3.77019689815221 0.839676148555055
1.72810172395378 -4.21620902612785 1.87862236013795
1.97402632820591 2.88475147594357 1.21835922293959
2.23504053223406 0.165732197203885 0.165145462090419
1.78223520844361 -0.0502371232394190 0.918465134492813
0.787192311598835 1.24324829561004 3.1551676330107
0.635092140837117 -1.64220539987953 2.10695257570997
2.31480490006948 2.60265493703798 0.738353489111313
3.64357953601286 -2.03094265588254 -0.790657785753998
3.43955688127418 0.969040144727638 0.276970195010134
0.79178658768706 0.130479215264960 2.71243543231709
-0.833739593582035 -0.422532833807218 3.11655071098669
-0.43658234328911 1.27491198203768 1.64920832566201
-0.966231570068907 1.04689459092552 2.14436269644358
-1.23923265427645 -2.02267736060168 1.95828797883565
-0.585524499442249 2.38130925757068 0.801211201734886
0.434509810795099 1.31505058311327 1.93222954736577
1.55009203043437 0.322340256587393 3.86232613466687
1.96550595157472 2.05087190736925 3.61244351895584
